Age Range,Work Industry,Job title,"If your job title needs additional context, please clarify here:",Annual Salary,Additional monetary compensation,"If your income needs additional context, please provide it here:",State,City,years of professional work experience,years of professional work experience in field,highest level of education completed,Gender,Race
25-34,Nonprofits,Manager,Policy an Advocacy,80000,,,District of Columbia,Washington,8-10 years,8-10 years,Master's degree,Woman,White
35-44,"Marketing, Advertising & PR",Director of Marketing,Nonprofit,68500,0,,Ohio,Columbus,11-20 years,11-20 years,College degree,Woman,White
25-34,Insurance,Claims adjuster,Handling medium-high complexity auto claims,59700,8000,Receive year end bonus that is 8-15% of salary depending on company performance,Minnesota,Saint Paul,8-10 years,5-7 years,College degree,Woman,White
35-44,Entertainment,Chief Executive Officer,,275000,5000,,California,San Francisco,11-20 years,11-20 years,College degree,Woman,White
25-34,Insurance,Underwriter,,40000,500,,Tennessee,Chattanooga,8-10 years,5-7 years,Some college,Woman,Black or African American
35-44,Nonprofits,Senior Director,,165000,33000,Bonus is based on company wide performance,California,San Francisco,11-20 years,11-20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,Computing or Tech,Senior software engineer,,205000,100000,"I included RSus vesting under the ""additional compensation"" number",Washington,Seattle,11-20 years,11-20 years,College degree,Man,White
35-44,Computing or Tech,Senior Data Scientist,,117000,0,,"Louisiana, Washington",Spokane,11-20 years,5-7 years,Master's degree,Man,Another option not listed here or prefer not to answer
35-44,"Marketing, Advertising & PR",Associate Creative Director - Art,,175000,,,New York,New York,11-20 years,11-20 years,High School,Man,White
25-34,Computing or Tech,software engineer,,165000,100000,the additional compensation is RSus,New York,New York,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
25-34,Insurance,Customer Service Representative,,45000,,,Texas,Austin,8-10 years,1 year or less,Some college,Man,Black or African American
25-34,Nonprofits,Development Associate,,63500,,,New York,New York,8-10 years,8-10 years,Master's degree,Woman,White
25-34,Computing or Tech,Data Engineer,,95000,3000,,Maryland,Baltimore,8-10 years,2-4 years,College degree,Man,Black
25-34,Education (Higher Education),Graduate Research Assistant,full time PhD student,17500,,"stipend includes tuition and health insurance, and leaves us open to earn external funding over the summer.",North Carolina,Chapel Hill,5-7 years,2-4 years,Master's degree,Non-binary,White
35-44,Professional services,Human Resources manager,,81600,,,Illinois,Chicago,11-20 years,5-7 years,College degree,Woman,White
25-34,Recruitment or HR,Staffing Coordinator,recruiter for a temporary staffing agency,28080,900,hourly pay plus commission,Virginia,Newport News,5-7 years,2-4 years,College degree,Woman,White
25-34,Insurance,Communications Manager,,80000,8000,,Illinois,Chicago,5-7 years,5-7 years,College degree,Other or prefer not to answer,White
45-54,Computing or Tech,Business Analyst,,80000,0,,Wisconsin,Milwaukee,11-20 years,11-20 years,College degree,Man,White
35-44,"Accounting, Banking & Finance",Application Trainer Advanced,,49000,500,,Kentucky,Elizabethtown,11-20 years,8-10 years,College degree,Woman,White
45-54,Government and Public Administration,Paralegal,,80000,,,Washington,Seattle,21-30 years,11-20 years,Master's degree,Woman,White
45-54,Retail,Cashier,,25000,2000,,Connecticut,Hartford,21-30 years,21-30 years,Master's degree,Woman,White
35-44,Insurance,Customer Service Representative,,42000,,,Michigan,Detroit,8-10 years,5-7 years,Master's degree,Woman,White
35-44,Media & Digital,VP of Content & Marketing,,80000,500,,Tennessee,Nashville,11-20 years,11-20 years,College degree,Woman,White
35-44,Government and Public Administration,Internal Communications Director,,110000,2000,,District of Columbia,Washington,21-30 years,11-20 years,Master's degree,Woman,White
25-34,Government and Public Administration,Student Paraprofessional,"I am in a position specifically for master's level students, most of my work is data entry. However, I work in public health and have been partially re-assigned to COVID.",41787,0,"This is a yearly salary for 40 hours a week/52 weeks a year. However, realisitically I only work 20-25 hours a week.",Minnesota,St Paul,8-10 years,2-4 years,College degree,Woman,White
45-54,Computing or Tech,Director,Engineering,185000,25000,,Florida,Ft Lauderdale,21-30 years,21-30 years,Master's degree,Man,White
25-34,Entertainment,Contributing Editor/Community Manager,I write articles for a B2B news site while also managing social media and special projects for a major industry conference.,65000,0,,California,Los Angeles,11-20 years,8-10 years,College degree,Man,White
25-34,Nonprofits,Curator of Collections,,50000,,,Florida,Gainesville,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Recruitment or HR,Administrative Coordinator,,70000,1500,,Washington,Redmond,21-30 years,2-4 years,Master's degree,Woman,White
35-44,Law,Associate,,270000,0,,District of Columbia,Washington,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White"
25-34,Social Work,Behavioral Health Therapist,LMSW,64000,0,,New York,New York,11-20 years,5-7 years,Master's degree,Non-binary,White
25-34,"Accounting, Banking & Finance",Staff Accountant,,62500,1000,,Massachusetts,Medford,2-4 years,2-4 years,College degree,Woman,White
25-34,Sales,Senior sales executive,,104722,16300,,Massachusetts,Boston,5-7 years,2-4 years,College degree,Woman,White
35-44,Nonprofits,Director of Development,,95000,0,,Massachusetts,Boston,11-20 years,5-7 years,College degree,Woman,White
35-44,"Accounting, Banking & Finance",Accounts Receivable,,43000,0,,Texas,Lubbock,5-7 years,5-7 years,Some college,Woman,White
25-34,Computing or Tech,Tech Support Tier 1,,52000,0,,Oregon,Portland,8-10 years,2-4 years,College degree,Non-binary,White
35-44,Hospitality & Events,Associate director,,84000,0,,Virginia,Fairfax,11-20 years,11-20 years,College degree,Woman,White
35-44,Nonprofits,Project Director,I talk people who don't work for me into making change together,65000,1000,,South Carolina,Charleston Area,11-20 years,11-20 years,Master's degree,Woman,White
35-44,"Marketing, Advertising & PR",Project Coordinator,,40000,,,New York,Buffalo,5-7 years,11-20 years,Master's degree,Woman,White
35-44,Government and Public Administration,Communications division manager,,105000,0,,Iowa,Cedar Rapids,11-20 years,11-20 years,Master's degree,Woman,White
45-54,"Leisure, Sport & Tourism",Operations Manager,,110000,20000,,North Carolina,Raleigh,21-30 years,21-30 years,Master's degree,Woman,White
25-34,Education (Higher Education),Senior research associate,Public health and infectious disease research at a top private research university,57000,0,,District of Columbia,Washington,8-10 years,8-10 years,Master's degree,Woman,White
45-54,Education (Higher Education),Professional Administrator,,65000,0,,Texas,Austin,31-40 years,21-30 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
25-34,Computing or Tech,Technical Customer Support,,65000,,"I work for a company with locations in several countries and cities, so while I live in Phoenix, Arizona I work for an organization in the UK.",Arizona,Phoenix,8-10 years,8-10 years,College degree,Woman,White
25-34,Engineering or Manufacturing,Mechanical Engineer,,150000,5000,,California,Dublin,5-7 years,5-7 years,PhD,Man,Asian or Asian American
45-54,Government and Public Administration,Operations Supervisor,,68000,1000,,Virginia,Richmond,31-40 years,31-40 years,Some college,Woman,White
35-44,Computing or Tech,Advisory Software Engineer,,138000,0,,New York,Poughkeepsie,21-30 years,21-30 years,Master's degree,Man,White
25-34,Computing or Tech,IT Specialist,"My duties are equivalent to an IT Manager, but my boss is the actual “IT Manager”.",41600,2600,I get around $100 of overtime each week.,Florida,Fort Walton Beach,11-20 years,5-7 years,College degree,Man,White
25-34,"Accounting, Banking & Finance",Accounting Manager,,110000,7500,,California,Los Angeles,11-20 years,11-20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Education (Higher Education),Medical Research Specialist,All-around lab manager & research associate,50000,0,,Louisiana,New Orleans,5-7 years,2-4 years,College degree,Woman,White
25-34,Computing or Tech,Senior Supervisor,,77400,5000,,Massachusetts,Fall River,8-10 years,8-10 years,College degree,Woman,White
35-44,Government and Public Administration,Mediator,,118000,,,Minnesota,Minneapolis,11-20 years,2-4 years,Master's degree,Woman,White
25-34,Business or Consulting,Manager,,179000,80000,,New York,New York,5-7 years,5-7 years,College degree,Man,White
25-34,Engineering or Manufacturing,Engineering manager,"Focus on mechanical engineering, robotics",98000,0,,Virginia,Fredericksburg,8-10 years,8-10 years,Master's degree,Woman,White
35-44,Law,Attorney,,162000,,,North Carolina,Raleigh,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Transport or Logistics,Import Manager,Licensed Customs Broker,70000,,,Georgia,Savannah,11-20 years,11-20 years,College degree,Woman,White
55-64,"Accounting, Banking & Finance",Client Computing Engineer,IT Administrator,113105,15000,,Washington,Seattle,31-40 years,21-30 years,College degree,Man,White
35-44,Health care,Compliance Officer,Focus on specific government programs,97000,5000,,Nebraska,Omaha,11-20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Computing or Tech,Associate Technology 2,,82891,0,,Virginia,Arlington,11-20 years,11-20 years,College degree,Man,White
35-44,Education (Higher Education),Program Manager,Program Manager of a University Research Center,87000,0,,Washington,Seattle,11-20 years,5-7 years,PhD,Woman,White
35-44,Computing or Tech,Senior Director,,280000,100000,estimated equity+bonus,Massachusetts,Cambridge,11-20 years,11-20 years,College degree,Woman,White
35-44,Government and Public Administration,Financial Analyst,,61800,0,,Michigan,Lansing,2-4 years,2-4 years,Master's degree,Woman,White
25-34,Computing or Tech,Senior Technical Program Manager,Software development/product management,132800,5000,,California,Long Beach,8-10 years,8-10 years,College degree,Woman,White
55-64,Education (Higher Education),Analyst,,57000,0,,Texas,Houston,11-20 years,5-7 years,College degree,Woman,White
35-44,Computing or Tech,Senior Web Developer,,120000,10000,,California,San Francisco,5-7 years,5-7 years,High School,Man,White
25-34,Retail,Wholesale planner,"Took over as wholesale manager, after all team members were laid off due to covid",90000,20000,,New York,New York,2-4 years,2-4 years,College degree,Woman,White
25-34,Computing or Tech,IT Project Manager,,111500,0,,Pennsylvania,Pittsburgh,8-10 years,8-10 years,College degree,Woman,White
25-34,Nonprofits,Data Analyst,,40000,0,,New York,New York,5-7 years,2-4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
45-54,Art & Design,Senior Creative Designer,"graphic designer at private country club. 75% print (newsletters, posters, signs), 25% digital (graphics for social media, digital signage)",59000,500,,Florida,Delray Beach,21-30 years,21-30 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
25-34,Computing or Tech,Scientist,,90000,7000,,Colorado,Boulder,2-4 years,2-4 years,PhD,Woman,White
35-44,Retail,Department Team Leader,,49920,1000,,New York,Syracuse,21-30 years,11-20 years,Some college,Woman,White
35-44,Government and Public Administration,Communications Director,"Oversee PR, Advertising and Marketing in addition to overall comms strategy",110000,0,,Massachusetts,Falmouth,21-30 years,2-4 years,College degree,Man,White
25-34,Media & Digital,editorial aide,"basically editorial assistant, but with a worse name",39000,1500,"additional monetary compensation comes from me writing freelance articles, and we got a covid bonus.",District of Columbia,Washington,2-4 years,2-4 years,College degree,Non-binary,Asian or Asian American
55-64,Media & Digital,Digital content producer,,54000,0,,Connecticut,Hartford,31-40 years,31-40 years,Master's degree,Man,White
35-44,Nonprofits,Director of Programs,,123000,,,California,Oakland,11-20 years,11-20 years,Master's degree,Woman,Asian or Asian American
35-44,Media & Digital,VP,,121000,10000,,New York,New York,21-30 years,21-30 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Business or Consulting,Account Supervisor,Program Manager for Government contractor,100500,3000,,District of Columbia,Washington,11-20 years,5-7 years,College degree,Woman,White
25-34,Insurance,Actuarial associate,,101500,7000,,Ohio,Cleveland,8-10 years,8-10 years,College degree,Woman,White
25-34,Computing or Tech,Salesforce Administrator,,64200,3000,,Wisconsin,Madison,5-7 years,2-4 years,Master's degree,Other or prefer not to answer,White
25-34,Nonprofits,communications coordinator,i also run most of our virtual programming,52000,,,Pennsylvania,Philadelphia,5-7 years,2-4 years,Some college,Woman,White
25-34,Computing or Tech,Senior Marketing Manager,,136000,50000,Compensation in addition to base pay is roughly 60/40 vested RSus and bonus,California,San Francisco,8-10 years,8-10 years,College degree,Woman,White
18-24,Education (Primary/Secondary),Teacher,,27040,300,,Utah,Vernal,5-7 years,1 year or less,College degree,Woman,White
25-34,Business or Consulting,Associate Consultant,,60000,2600,,Louisiana,New Orleans,5-7 years,1 year or less,College degree,Woman,Black or African American
18-24,"Marketing, Advertising & PR",Digital Marketing Specialist,,48000,,,New Jersey,East Windsor,1 year or less,1 year or less,College degree,Woman,White
35-44,Computing or Tech,Clinical Systems Analyst,,78800,0,,Wisconsin,Madison,11-20 years,8-10 years,College degree,Woman,White
25-34,Law,Paralegal,,33000,,,Florida,Plantation,2-4 years,2-4 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Education (Higher Education),Learning Solutions Specialist,Technology Trainer (courseware),50000,1672,,Texas,Austin,5-7 years,2-4 years,College degree,Woman,White
25-34,Health care,Senior Financial Analyst,,81000,0,,Arkansas,Little Rock,8-10 years,8-10 years,College degree,Woman,White
25-34,Engineering or Manufacturing,Plumbing Engineer,"Designs water, sewer, storm and any additional plumbing systems inside buildings. Civil engineer does these tasks outside of the building and we work together on projects.",90000,1500,,California,San Diego,8-10 years,8-10 years,College degree,Woman,White
